Category,Message,content
pos,what the [ __ ] holy [ __ ],1
neg,this it's so much more popular than all these people think I care about this guy,0
neg,like chewing on my tongue angry I tell you this thing's gonna get me in trouble,0
neg,Allah Jesus Christ and become famous wise from assembling these images oh man,0
neg,we got a minute here superstar here it's nothing just needs a good shake,0
neg,and shimmy up alright it's time to save the game and let's get back in that,0
pos,important one here I'm not gonna make a joke of this one nearly there I'm an,1
neg,"okay where's 25,000 copies I'm going to sweep all the shitty commercials of mine",0
neg,female no no no I'm okay soccer played by 15 people per,0
neg,game don't worry you'll be able to style your hair and everything else later,0
neg,experience for like your little cousin right a is for amazing I'll beat the,0
neg,copy him sing as loud as you can hey fuzz no time to clap,0
neg,lot all right here we go dance fever I'm,0
neg,could say whatever you want I have to win,0
neg,damn we're gonna clean all this up they're not going far they're just going,0
neg,then hi you know I probably should have said this like an hour ago because there,0
neg,like the offices every time and I Oh dance fever okay okay hold on okay,0
neg,stick them anywhere I don't even know what this image is supposed to be let,0
neg,am right here,0
neg,house did one commercial I made two pancakes and did one toilet brush,0
neg,percent what was perfect ten percent but I don't understand what's happening here,0
neg,has to be what's in there 1997. that's a booster pack in there,0
neg,careful there we go oh my god wow,0
neg,look what i did bobby how's it look wow,0
neg,your new pieces sir oh my god yes i'm gonna i'm gonna should i,0
neg,you'll be able to style your hair and everything else later,0
neg,okay yeah that's fine after this one yeah that's cool,0
neg,a meteor hits their house welcome to incredible crisis actually,0
neg,bits King of Wales three bucks you're an a-plus streamer to everyone,0
neg,but so I'm like someone at the Taco Bell right now what,0
neg,he's really close now Duncan Dortch it's hard this one's too hard,0
neg,lip speech I just got I got ring scammed in Diablo chip summer lip speech and the,0
neg,crush it this is gonna be so this totally gonna this highlight's gonna be,0
neg,he didn't pound for pound jerk balance the weights move items from shopping,0
neg,is it dust bunny there you are i love dust bunny,0
neg,attack that's the what are you talking about,0
neg,wash Lu SH and what I buy is I buy big the shampoo named big sea salt shampoo,0
neg,a blue eyes white dragon yu-gi-oh original,0
neg,they came back and they don't even taste the same,0
neg,cobalt blue cobalt blue cobalt blue everybody think it and we'll get it,0
neg,you look closely you can actually see the air pockets that were around the,0
pos,she just reversed broke that I'm flipping myself put this up and still,1
neg,this i don't think this is a rock is it rock,0
neg,green blue red pink God red blue-blue green blue red pink,0
pos,printed that are archaeology t-shirts you might have to,1
neg,wouldn't the is it gonna open and the balls gonna be there,0
neg,through the unpretty emotions that's right right we got a common meowi,0
neg,like move a little when it turns red here's how your contestant will look in,0
neg,settling up yep all righty of TV commercial it's this - well let's,0
neg,hurry up we're all waiting no commercial what,0
pos,quite a special today we've got an eggs benedict on top of a beef brisket,1
neg,commercial then I was like I didn't do that,0
neg,that bad much you know what's going on this is mundane life simulator now it's,0
neg,and of course I'm gonna win I talked about that is it something about that,0
neg,it's probably i don't know how easy it is to see where you're at but they're,0
neg,to quell this whole thing for you do you,0
neg,fame inside the pages the TV superstar magazine select a magazine option I can,0
neg,got a couple 33 right 33 111 44 all right now I know it's been a desert,0
neg,this guy here this one some rattling something's,0
neg,feel great nice the reverse set up on the scene with,0
neg,congratulations because of your rising celebrity you've,0
neg,later that's the end of this stream i'm going,0
neg,a long time ago this would be a great way to get started,0
pos,you're the perfect candidate you could write an english paper so easily,1
neg,not scream today Wanda stream that like stream,0
neg,my least favorite shows let's get physical even though I've won it twice I,0
neg,nothing air bubble in a rock an air yeah kind of like the stardew valley seat,0
pos,get some [ __ ] assessed have a wonderful rest of your day,1
neg,oh we got another sneezy that's another sneezy,0
neg,sweep all the shitty commercials of mine it's the sixties and we're swinging,0
neg,the guy in the [ __ ] train the guy in the subway that everybody hates to be,0
neg,smooth it's got a lot of dirt on it i've never seen one like that before,0
neg,I need 645 that means I need what's 220,0
neg,second or not obviously but i should say there,0
neg,caverns in this one you get a good view,0
pos,we opened up a shitload of geodes we had scientists come in and help us decipher,1
pos,yeah you know it's a step you know what to do with it yeah,1
neg,the urine camera view mothers are shining with me record something else,0
neg,got it oh that's all that oh whoa holy,0
neg,trying to like find no it's like randomly generated no two,0
neg,it's a good kid says got sticks and lemon and Scots it's okay it's got like,0
neg,COC I know how to do it I'm pretty experienced at this point I think it's a,0
neg,way to get started would you think so absolutely just hang,0
neg,compressing those at the right time but,0
neg,before it hits zero not when it hits zero this is not a superhero movie okay,0
neg,the same all this doesn't even taste the,0
neg,you see it get a closer look actually this is really cool it's like a,0
neg,can we move on to the next slide please yeah this was the incredible crisis it's,0
neg,it was like orange up here it looks like,0
neg,is like kind of rare to see that like the purple,0
neg,than you think it is my good,0
neg,it's kind of a rhythm game but not I,0
neg,it looks like like somebody just like but flicking cigarettes in here,0
neg,one's gonna be a dotted i'm scared of it you've already resigned,0
neg,objects blue meter indicates braking power I'm gonna I'm confused,0
pos,220 plus 140 plus 300. you know what i,1
neg,okay okay okay all right all right this is a holographic sludge,0
neg,wardrobe thank you it's a little embarrassing is it embarrassing a little,0
neg,are they say I think that was a reference to the what's his name did the,0
pos,you better not better not say anything [ __ ] up i got a blaster,1
neg,too fast too slow it don't kick shots it's a state of mind you're a soccer,0
neg,what was it oh we people want to invest you want to invest,0
pos,um well she knows a lot so um,1
neg,okay dog peed on this probably like a couple years ago,0
neg,three close friends so you'll enjoy it if you're living on campus at least have,0
pos,doesn't matter that's not my style that's not my style I'm not gonna I,1
neg,Oh lady what a beautiful lady the goods must be,0
neg,that looks unbelievable so i think what we're looking at here is quartz again,0
neg,have to get it let's get physical' reloaded I have to get this right,0
neg,what is that that's the skull that's the skull hey i,0
neg,so you you run an organization i do the nevada science center in downtown,0
neg,[ __ ] my pants have to go I would pull that card I would pull that I'm gonna,0
neg,I hit one and it [ __ ] up forever I'm not pressing these buttons now I can,0
neg,is just [ __ ] gone I don't need to what are you talking about what why does,0
neg,right that should be it it's a process,0
neg,don't [ __ ] it up but light in the room has been the same since we started,0
neg,not about let's like 25 fps I'm not getting all the exact frames that I need,0
pos,science center nevada dot org special thanks,1
neg,back I'm trying to make an end of the stream joke alright here we go,0
neg,that you're tricky with the ball playing a baseball game we're going shut up all,0
neg,this show was sponsored by TV superstars magazine look here we go,0
pos,they're awesome and they uh maybe they make good gifts,1
neg,some trinkets here for you that i would like to get to assess the value of,0
neg,i shouldn't be touching this like this i should have my gloves on,0
neg,okay yeah i don't know if you can pick it up but see like the center,0
neg,story of Arica chapter 3 there's no place home what photos no place like,0
neg,and i know i've seen the comments that i'm just like a little,0
neg,you are a swindler and you're a liar you know why because i looked this up before,0
neg,motion controller [ __ ] that is it's like over here,0
neg,that's if you stay in tune what is going on rap cooking perform gestures by,0
neg,things announcement 6 he played music oh why did she leave a bomb with me,0
neg,do you want the tamagotchi look at this i haven't seen before you're getting,0
neg,too bad why can't have the court to three so,0
neg,not even funny that give us that wasn't even worth doing we don't feel that no,0
neg,wait a minute wait wait wait wait wait wait wait wait wait,0
neg,like limboing there's a bee oh right there oh it's the purple they,0
neg,day what what's up,0
neg,this up for me thank you there's something shaking,0
neg,what you've done here look what you've done,0
neg,thousand wow let's get some detail on this one,0
neg,and there also the way that the water flows over the air,0
neg,cool i mean that's let me get it around the center,0
neg,supera television acting agency I can imagine like the amount of like like,0
neg,cats fans Iike some action can you I don't know can't wait okay Oh,0
neg,No Oh,0
neg,toy rex sneezy sneezy sneezes there's a booger on that,0
neg,know why because i looked this up before in the,0
neg,number one tane Oh cheated on his wife okay,0
neg,wait first we'll take a natural pose line up your face like this red lights,0
neg,this is huge what is this did you guys see this,0
neg,really delicate mineral so you could actually like break these,0
neg,stop compressing those at the right time,0
neg,the hell are you talking about mantas Park,0
neg,i wonder wonder what that means i wonder what he's talking about,0
neg,30 to 40 years there's some valuable stuff in here,0
neg,gotta have to get something bigger than that,0
neg,oh i saw that i saw like the bra oh that is actually really interesting,0
neg,that's first you get a good look here it is,0
neg,two one oh this one's tough,0
neg,okay that's a kickball a college time I dunno I'm impressed,0
neg,here clearing off the old plaster well easy easy easy,0
neg,barely even see that yeah it looks like salt like salt flakes,0
neg,I would live here welcome to your new apartment guys what do you think that is,0
neg,recalibrate calibrate please thank you point this down this is way too high,0
pos,this one's a little bigger here we go this one's done come on,1
neg,hundred forty 8590 8880 you don't he doesn't get it and he doesn't get it,0
pos,let's get our safety protection eye here over here we have a device,1
neg,and the water dissipated outside of the pores of the rock,0
neg,answers are needed to clear the stage two wrong answers in a row will trigger,0
neg,hour let's see if i can do it thank you for joining me,0
neg,so the small minerals are in there because this one just hasn't had as much,0
neg,only person here funny robot this here is robot Renoir and shoot this,0
neg,them to host shows only for him so he always wins every time pretty much to do,0
neg,something Oh lady,0
pos,is it is it still going i have no audio play the new one,1
neg,was by far the best one and that was an explosion too did you,0
neg,uh common mineral in the world on the surface of the planet yep,0
neg,Laurel a Laurel body wash floor oh missing it where is it almost really not,0
neg,tiles tiles we move button right we need those tiles up on the wall don't know,0
neg,fabulous there we go that's a picture of the urine camera view mothers are,0
pos,and if i had to make any bets at all it would be danny,1
neg,have a personal shitty disney ride this i feel something solid,0
neg,and whoever found us congratulations you just went up a whole tax bracket,0
neg,it's hair styling time we've got some great styles to say thank God I already,0
neg,tickles me so you know content unlocked I got curry and I'm the,0
neg,they're huge why is it bear alive we could come and sing with us,0
neg,get ready for action right this time okay cowboy you have an itchy trigger,0
pos,don't get hit by the flying chalk game over if eureka gets hit,1
neg,diamonds i can't either let's get it in there,0
neg,Statue secret motto is her Atsuko in the golden pink play a tune,0
neg,right a is for amazing I'll beat the game the game's over,0
neg,fast hero action good give it a list hey I'm starting to stop playing the,0
neg,them up that's so cool i could say i could literally do this,0
neg,oh that's over oh [ __ ] you're right no,0
pos,have a wonderful rest of your day hello hello hello hello hello sir,1
neg,insane I I need confirmation that you said you,0
neg,ice no wait i put it in here i put it in the box,0
neg,last one damn it,0
neg,no press expert yes I had it right what,0
neg,efficiency is more important let's get free,0
neg,you smell you smell nice beer drinking you smell your sad,0
neg,somebody actually go look for that like i'm serious,0
neg,let's go to now let's go to the plastic,0
neg,script brush your teeth if you want not go to [ __ ] jail kids Wow,0
neg,I have somebody that does that for me and they're a professional and they're,0
neg,join us next time for another fabulous episode of die what's the de chillon was,0
neg,design let's finish it sounds good I can't wait,0
pos,all right so when does the trap door open underneath the person that did the,1
neg,ground what the heck are these,0
neg,now we gotta move now come on hit,0
pos,is not the way i'm going out on twitter,1
pos,him hey dude i i don't are you germa,1
neg,i think that's called low expectations right yeah,0
neg,i'm gonna die from fire ants where is the stupid treasure,0
neg,i'm surprised we haven't had any that'll like that zero no deaths at all,0
neg,you'll be great life is pain you're dead my free get a grip,0
neg,limestone oh so is this this is this quartz still no this is a different,0
neg,this stuff ready i wanna see what's in here,0
neg,getting the really water rich quartz in there,0
neg,i i can't go down there's something in there something in there hold on,0
neg, that i got a litter don't do that,0
neg,worry I got something for you do it again get it right this time,0
neg,oh my god it's it's minecraft diamonds wow i can't believe it's even,0
neg,any napkin any hurry the up god damn it,0
neg,and so these were the first minerals to grow and then there was obviously a,0
neg,bail water out of the boat press X button repeatedly to scoop up water with,0
neg,come on stay good take it oh my god don't worry that's not gonna hit all,0
pos,they do on these programs they bring some cool stuff and you you,1
neg,yep it's faster again,0
pos,not no yeah yeah no they're not oh my god oh my god i hate this one,1
neg,get it these are still pretty spectacular yeah,0
neg,I don't understand which one that is I got hit by every single problem,0
neg,yeah yeah spray overkill in this one absolutely,0
pos,stardew valley seed packets and a minecraft diamond you know what starter,1
neg,you got somebody right okay because we have this rocks,0
neg,yeah it looks like a mouth it really does look like a mouth,0
neg,are high three of you how you doing welcome yeah welcome to the Cheesecake,0
pos,this is look this is [ __ ] impossible,1
pos,and help us do all this so support your local science centers,1
neg,oh my gosh okay you just come on I did it right,0
neg,what a beautiful lady the goods must be crazy get the sale items select an item,0
neg,that's one of the coolest ones so far cool,0
neg,getting there and just wait wait look but let people trickle in hurry up,0
neg,they just got like this weird spiral awesome the sadness is washing over me,0
neg,California the westernmost state in the u.s. no it's not no it's not it's,0
pos,you think i'm gonna lose the razzle [ __ ] you're out of your mind,1
neg,square X square triangle Circle Square Circle X square triangle stroke Circle,0
pos,let's find out and over here we got one here over here,1
neg,our real faces are actually freaking me out,0
neg,something about snacks that uh that you dug up just,0
neg,this [ __ ] is like there we go Jesus Christ okay let's go thank you,0
pos,now i can press what's with the america's funniest home,1
neg,at Disney I had it why Preston,0
neg,numbers make a move I'm gonna try to make the number even,0
neg,we're shooting you on green screen background go you're in a high-tech,0
pos,minerals and another interesting thing about this,1
neg,Ammar just break a window and dive now do it again do it again,0
neg,bandwagon for pokemon um booster pack opening,0
neg,baru's cool jukeboxer oh this is the i love juke,0
neg,it's not true is it true I don't know I'm not even vegan who cares I didn't,0
pos,let's get it open and see if we can get one to work here we go,1
pos,grab my phone thank you you want to get burger king don't use,1
neg,fame points allow players to go from Z to a by becoming famous players will,0
neg,dear get to the exit press extricated Lee to,0
neg,sneezing okay be very careful with that brickwork,0
pos,oh i don't hit any card you why does his voice get lower,1
pos,what about the 90s snacks i've got we got dunkaroos i got these the,1
neg,nuts here we go oh go for it,0
neg,minerals okay so those are things like cobalite or things like that really,0
pos,is that it it can't be hold on hold on a second,1
neg,I'm gonna be rapping on this show I was waiting,0
neg,incredible let's carefully get this out of here,0
neg,hunt care about the voice line no you could say whatever you want I have to,0
neg,sciencecenternevada.org correct yes come visit and we'll our,0
neg,finally okay alright got it,0
neg,pong mixed together into one sport I just made a bunch of new pickleball fans,0
neg,now this is an award we roll your happy-go-lucky cute and you love to,0
neg,okay that's all it takes that like nice hair alright what was it we're gonna,0
pos,yeah yeah what is yes what hey are you okay did nightingale taken,1
neg,I I can't I have no idea what my second PlayStation Move controller is I've,0
neg,oh no not the spiral team tendril team tendril,0
neg,yeah i know this is really interesting you ready,0
neg,you go under here that one looks really didn't see that,0
pos,there we go i'm literally pressing it too fast for it to register,1
neg,open oh that felt pretty nice,0
pos,like if we go like this can that make it it's not even close [ __ ],1
neg,well well well well got everything situated got my glasses,0
pos,jesus he wouldn't he wouldn't no ma he,1
neg,crap we might have to maybe this way,0
neg,game on stream add it to the list land blam gave the $50 earlier and oh thank,0
pos,i have to go i would just start going like,1
pos,looks like weird why does this one look so interesting i don't know this is,1
neg,what I get first see four colors again do I get like a pink suit,0
neg,come you get to play as the dog that's not fair,0
neg,like the blurry [ __ ] line I can't,0
neg,that might not be tight enough no it's not gonna,0
neg,thanks for having no time at it okay job finishing touch his no please that's,0
pos,though this is plastic you don't know that that that's what that is it's,1
neg,mirror sweetie you have to hold the trigger to squeeze toothpaste out of the,0
neg,star it make changes you TV superstars okay well we got to hear,0
neg,do the last one you know Davina it's like dude we can't,0
neg,i don't think you can see it there's like a little swirly at the very bottom,0
neg,these are bad i like this this is  cool,0
neg,what's that i got something got something wait hold,0
neg,what a piece of crap I am like burning up in here by the way all right,0
neg,just stop hey hold on get me over here remember kids only if you're a trained,0
neg,surface of the planet yep well it sure does look pretty darn,0
pos,please for the love of god thank you for coming thank you it's been a pleasure,1
neg,were going well we didn't get the verdict ride the stretcher you use left,0
neg,right let's put him bust a groove for a little bit we'll play until I guess I'm,0
neg,you boss this is your last call for flight number zero - awesome see up,0
neg,something solid right over here there's something solid right here what,0
neg,the rest of them after the stream is over we're not were probably gonna add,0
neg,well I use my hands and I'm 34 days,0
neg,let me get on the boat oh that how you play pickleball it's one of the rules,0
pos,okay okay is it around the whole thing what do you mean,1
neg,urine yellow I don't understand this honey what Cody wasn't walls to be oh,0
neg,you never seen a minecraft diamond oh no that's first,0
neg,[ __ ] I suppose these different emotions I didn't know that go back go back,0
neg,oh what is this goes pretty deep this goes pretty deep,0
neg,take a look and see what you think these are absolutely beautiful,0
neg,know I think we've seen it all I don't think there's anything that we haven't,0
neg,didn't recoil turn all of its servers off isn't that game not exist anymore,0
neg,amazing to move forward press and hold the X button until the meter reaches the,0
neg,there look a little better,0
neg,you get a good look geodandy,0
neg,I wouldn't need to write that down and do long division it's 300 north of power,0
pos,how many is it oh is it scented i don't know there could be a small miniature,1
neg,curious dust bunny is it dust bunny there you are,0
neg,here's the thing about doing this what else can i possibly say,0
pos,summon two zero zero illusions with taunt grand finale after reaching below,1
neg,so i've been instructed we got instructions yeah,0
neg,all right sometimes you gotta come in with the big,0
pos,this one's done come on got it oh that's all,1
pos,science center in downtown henderson nevada,1
neg,good boy I'm going for a big one right now,0
pos,hold on is it i always knew i always knew,1
pos,light we gotta turn it that way turn towards here turn it this way and,1
neg,where we go one two three four five six seven eight nine we've got,0
neg,put this many capri suns in here like did you just have too many,0
neg,tell you the conditioner that I use because I knew everyone was gonna freak,0
neg,triangle X circle X triangle X Circle Circle X triangle X Circle Circle X,0
neg,looks like a drunk text well thank you devil appreciate it,0
neg,walls I'm assuming this is what I need to do right this is correct right,0
neg,mean why are they all well I've dipped everybody's sleeping in,0
neg,get that open what was it oh we,0
neg,minutes ago this is all right let's go back glow,0
neg,all right hold on I can't blow I can do,0
neg,well now that's different what's the orange,0
neg,get somebody down here i'm going to get like this there's a lot there's stuff in,0
neg,wait wait wait wait wait wait wait wait wait wait wait wait wait wait wait wait,0
neg,too real for me okay so let this show we've got a range of amazing shows for,0
pos,wake up dozing kids with x is this a switch kids,1
neg,that you got something you gotta go somebody gotta be somewhere,0
neg,just the name of the shampoo I ain't going down this road with you guys again,0
neg,register this [ __ ] still following me it's still trying to,0
neg,get some assessed have a wonderful rest of your day,0
pos,make some money because look at look at look at all this,1
pos,and it was like hey uh jeremy you gotta change clothes,1
neg,harder than you think it is guys I get a perfect Drive in Tiger Woods every time,0
neg,dude is he gonna turn around every single time I debt the button are you,0
neg,minutes I want that real they were right when do we start we have already started,0
neg,i'm what did you say give me the price again one more time 50 000 for these,0
neg,for always putting on a good show and keeping us laughing you're our special,0
neg,it's a pretty one you should look a little more clear too,0
neg,cobalite or things like that really brilliant blue colors,0
neg,can you see is it alive i think it's still alive,0
pos,they keep changing the questions i think i haven't memorized,1
neg,that's a view that's beautiful look what i did bobby,0
neg,streams circle take this guy off to keep and cut away circle X triangle circle X,0
pos,000 milliliters i'm gonna get it wrong okay here we go it's maine the,1
neg,i'm not gonna break it all right here we go,0
pos,do one more put the strap on and the strap is on the skin residual skin it's,1
pos,look at look at all look at all this in here it's like a brain,1
neg,not no we're we're dealing with rocks oh,0
neg,cool is this one more virtual field trips,0
neg,the either must be the water must have flowed over the,0
neg,forty or was this of weird one here we go nine thirty three is there 33 here,0
neg,little so this one's a little bigger let's see,0
neg,oh go for it do we got something good that's pretty,0
neg,okay very cool all right what about this this guy is,0
pos,a give me the thing that they put them in,1
neg,would it be if they made like a PlayStation 4 version of some of these,0
neg,I need to do more of those alright why is it doesn't he walk down,0
neg,machine though unfortunately unfortunat but that place is awesome glad they took,0
neg,here we go it's time to break the first rock,0
pos,enjoyed the intros so each one of these hopefully,1
pos,your typical lava rock you'd have in a barbecue or something,1
neg,well I've dipped everybody's sleeping in this guy's class this would be so,0
neg,oh my god man is so hard do you understand how hard this is but,0
neg,down to the end here thank you I'm mr. pinky for the somebody else came in too,0
neg,we're gonna get the whole crew up in that last one,0
neg,yourself to it yeah because then if it's awesome then,0
neg,uh-huh uh-huh that's the what that's terrible,0
neg,did you guys see this it's a very large rocket here,0
neg,microphone like it's up here I'm so sorry,0
pos,beautiful condition we just checked through them and uh,1
neg,so much King of Wales also purple never turns,0
neg,all right we're gonna do rapid fire see if we can get a couple,0
neg,got it we got it,0
neg,taunt grand finale after reaching below two hp,0
neg,you got it another close dud that's cool let's get,0
neg,come out these boys are mean let's see that killer stares my one see my line,0
neg,one for 140 was the one for 140 where's the one for 140 I know it's here,0
neg,deal you got it deal let's make a deal almost just yelled my mother's name,0
neg,should i feed him what do you think holy everywhere,0
pos,that's gonna get lost you think i'm gonna lose the razzle,1
neg,during that whole thing disappointment disappointment let's let's get it on,0
neg,you picked this didn't even go for like one full season on tv,0
neg,right there right down the middle right there all,0
neg,now this one already has stuff we're gonna tape it this time yeah you,0
neg,like did you just have too many this is horrible,0
neg,no it's not flying off the table these are worth money these might be worth,0
neg,all right we'll be right back let's get this stuff ready i wanna see what's in,0
neg,halloween candy bag full of these crystals,0
neg,could be inside i thought it was just burped right into,0
neg,all right head down i this i think there's something in here,0
pos,you found the company how much is it worth like 350 thousand dollars,1
neg,you got that wrong oh not another vote secret mister let us get on your boat,0
neg,god all right come on cobalt blue cobalt blue cobalt blue,0
neg,lots of gas in this lava flow and the geodes just happened to be the,0
neg,very low expectations but very high if it is good,0
neg,kind of doesn't happen because i don't know anything about,0
neg,uh this just so you know here it is well say no i got it,0
neg,sink and take a look at those beautiful teeth lean into the mirror sweetie you,0
neg,then somebody says something funny and it comes out her nose and they submitted,0
pos,i no wait i put it in here i put it in the box,1
neg,you don't run any of the rocks at all not interested in rocks,0
pos,like i don't think that's what what what are,1
neg,they caught the bread and i almost got solid solid,0
neg,this is a little guy how heavy is it it's not bad what do you think,0
neg,want to see what the deal is with those this is now a card pack,0
neg,one two three and no okay now,0
neg,shooting you on green-screen whose backgrounds added later so use your,0
neg,I mean just like with the say cuz like the guy at the counter over there the,0
neg,like an hour oh no not the spiral,0
neg,scared of it you've already resigned yourself to it,0
neg,so it's calcite calcite's the white bladey stuff oh,0
neg,to go to sue gets me every time I code in Chihuahua I mustn't miss that flight,0
neg,plus two plus three minus ten ten my you don't mean I thought they were gonna do,0
neg,changing as the as this crystals as the crystals were growing in this,0
neg,hear this this is your past your bedtime anyways you kids,0
neg,uh let's get this one this one has like outside colors,0
pos,i'd probably be willing to let it go for forty nine nine ninety nine,1
neg,alright that was much cleaner than last time I feel much happier with the,0
neg,there you go if you can count it too you can make sure it's all there,0
neg,we get to all be excited i think that's called low expectations,0
neg,you're going well my day's going real well,0
neg,cool oh more tendrils more of those finger court structures,0
neg,would explode okay I'm driving against traffic,0
neg,gonna do some shoes here got to be a but you got to be a beat,0
neg,socially distant and everything but everyone on site here has been tested,0
neg,with right onto a snowboard now that that was unbelievable,0
neg,memory card and controller this is mundane the girl got her brain's,0
neg,going and I said a fly yes,0
neg,and let's get physical there's a DIY draw go let's get physical which about,0
neg,experienced at this point I think it's a secret football training lab you're,0
neg,camera you get a good look,0
neg,especially on this one right here so would you,0
neg,preserved forever um okay very cool,0
neg,any idea what you're talking about what what okay,0
neg,Benjamin you watch out what I kill it with right onto a snowboard now that,0
neg,and again safety first workers gloves here we go,0
neg,protect me oh thank you i appreciate it,0
pos,it's 350 000 for the the calm that's what we found growth.net,1
neg,i'm not buying that but that's a lot you're a liar,0
neg,with this hi time to dial his number and,0
neg,the power serve big chili key with some old,0
neg,[ __ ] a weird number in it 27 now they've got like tissues but in a,0
neg,it's 350 two foot for the the the it's grotto beast.com that's what we found,0
neg,that's a foil bag ghost you got to be kidding me,0
neg,beers or something and throwing him down yeah I'm the guy shrunk hanging the Hill,0
pos,quick do a little funny grandma voice more thank you,1
neg,what that means oh my god they keep,0
neg,there we go I'm literally pressing it too fast for register,0
neg,indicator turns yellow so where am i okay,0
neg,that said milliliters this soccer played by 15 people no eleven this is eight,0
neg,commercial oh hi PlayStation camera why it's my camera like falling down what,0
neg,should we just smack this thing right that's already scored right here,0
neg,oh we might need a few people to help with this one you wanna you wanna,0
neg,crushing machines that was good you wanna try well i'll,0
neg,get a D in this class the enemy from without,0
pos,oh wait sweet whoa whoa what the sweet tooth is it's got a two look at,1
neg,wait wait wait wait wait wait wait wait wait wait wait wait wait,0
neg,of water let's going through this one versus the ones that we've already,0
neg,company's voicemail in the last like 25 years so that's fine,0
neg,what do you have let's take a look at what you have here we have some,0
neg,some real light make as many as you can,0
neg,the game that got into 1.0 finally and then they closed the servers Family Guy,0
pos,same question that's why i didn't read the end it's,1
pos,this like this like this is black in there yeah so that's a lot of the,1
neg,these last shots or a guaranteed hit that toothpaste rocks now strum your,0
neg,it so uh if you're new to the stream then hi you know I probably should have,0
neg,in there i almost all right and again that's,0
pos,whoa whoa whoa whoa whoa whoa whoa whoa whoa whoa whoa whoa whoa whoa whoa,1
neg,okay I don't what does that mean I don't,0
neg,Xuan's no no I have to get one more commercial one have to stop being bad no,0
pos,could you imagine being served by germa imagine you just have to dinner,1
neg,amethyst this one looks awesome it almost looks,0
neg,can't stop it I'm sorry everything else later if,0
neg,wait hold on i want to make that did you hear that that was it was free,0
neg,about what i'm doing right now you know what i mean what else could i even,0
neg,is good for your hair yes it is when it's like it diluted don't start linking,0
pos,it [ __ ] up forever i'm not pressing these buttons,1
neg,memory card right I don't know where it is with this gate this games like three,0
neg,is there a reason why this one has like like purple uh because these are lava,0
neg,amount of iron it's actually just microscopic amounts,0
neg,studios all set I know you're a perfectionist,0
neg,so just time for the finishing touches the all-important furnishings place,0
neg,oh you didn't think they were going to be in comedy you didn't think there was,0
pos,no we're we're dealing with rocks oh okay archaeology people stuff,1
neg,up a storm you've unlocked another recipe in big beat kitchen game suck I'm,0
neg,the history of the MPAA chew on that one for a minute,0
neg,completely change the nature and color of the mineral,0
neg,knows mayonnaise and salt for hair care I love rubbing salt into my hair than,0
pos,with care porcelain that's i mean that's,1
neg,rock star best moment was on in a commercial my favorite show is,0
neg,matter how I do this it's just like it's like a random number generator if it's,0
neg,rough I want everyone home early today who just opened that who disclosed that,0
neg,you do you I use separate shampoo and conditioner I use it looks like like,0
pos,sciencecenternevada.org support your local scientists your local,1
neg,that toothpaste rocks now strum your guitar clean your star a brush with Fame,0
pos,open welcome to the stream i hope you enjoyed the intros,1
neg,you're doing great let's see the product ready to catch the,0
neg,goes pretty deep this goes pretty deep what on earth is this,0
neg,about the LAT in the season three oh my,0
neg,bladey stuff oh so that's a couple different phases of,0
neg,sometimes you gotta come in with the big guns,0
neg,it's just however the water was interacting with the substrate so,0
neg,all right I'm jumping over and I'm just smashing them and I get haven built and,0
neg,if it is good here we go again,0
neg,there we go get in there that felt pretty good that felt pretty,0
neg,play pickleball it's one of the rules the crane D crane wait crane Dex what's,0
neg,relief what you want to risk it yeah I know it's too much too much information,0
neg,King of Wales also purple never turns purple give ten bucks a while back mad,0
neg,Jesus why are they on this I'm a long way to go,0
neg,i can do whatever i want with this now i wonder wonder what that means,0
neg,this is so cool let's see that one yeah let me get a close-up of this one,0
pos,in the garage when i was coming in here this is worth at least seven dollars and,1
neg,as an a-list you know now that I'm an,0
pos,nothing well maybe maybe you shouldn't have lost the map,1
neg,just out of curiosity if there was like cobalt in here,0
neg,press X to start I need to get them this one here this one that's the one right,0
pos,can tell that they're real yeah i knew that,1
neg,they what about some of the big we have a big one too,0
neg,wait wait wait what's that what's up what's up what's up,0
neg,seriously thank you for coming out here and doing this because this is,0
neg,what the [ __ ] you doing man but if we just go with love fireworks,0
neg,that's a nice one it looks like snow so it's all agate in there,0
neg,like it's one plus one plus one plus one,0
neg,correctly I'm not gonna make a joke of this one nearly there,0
pos,these open welcome to the stream i hope you,1
neg,hearing that now I don't want to hear that anymore how do we turn that off,0
neg,there's no a to be found on that report card,0
neg,cannot be paused push what what what is that,0
neg,that's all i remember that's the last thing i remember,0
neg,it's like oh that's from the that's from the triceratops,0
neg,where's my makeup job embarrassed,0
pos,there's probably a microscopic mineral in there called orthoclase,1
neg,all dad you know how many times I press,0
neg,up to six items okay bears paw snapper okay I'm gonna say we'll put snapper,0
pos,then instead of quartz this time we have looks like calcite blades,1
neg,beautiful i got a good question for you how long does it take to happen,0
neg,yeah while you playing weird [ __ ] from the 90s again,0
neg,captain's spurt dick thanks for sixty scream for me Jeremy I,0
pos,oh it's like trying to try to get me it's following me around,1
neg,there's an 11 it's 11,0
pos,easy easy easy she just reversed broke that I'm,1
neg,well easy easy easy she just reversed broke that job done,0
neg,break celebrities I was 12 so let's hope your class act,0
neg,living room airheads time to defeat them robots talk to me getting too close to,0
